id,target
1446,0.04219
1447,0.04374
1451,0.03195
1452,0.01594
1454,0.03872
1457,0.02287
1458,0.04440
1459,0.03501
1461,0.03070
1462,0.03250
1465,0.05356
1468,0.02607
1470,0.04506
1471,0.02605
1472,0.03312
1476,0.03892
1482,0.02327
1485,0.02974
1486,0.04602
1487,0.05909
1489,0.03105
1492,0.02851
1494,0.06409
1495,0.04239
1497,0.02446
1499,0.02702
1500,0.02371
1501,0.03059
1505,0.08192
1507,0.02696
1509,0.05055
1511,0.02887
1513,0.02963
1514,0.02775
1515,0.06174
1517,0.10034
1520,0.06411
1522,0.02448
1523,0.01947
1524,0.07737
1526,0.04322
1527,0.01593
1528,0.02589
1531,0.02065
1533,0.04925
1534,0.04323
1535,0.05277
1538,0.03268
1541,0.05748
1542,0.04315
1543,0.01627
1546,0.02697
1548,0.03060
1549,0.04304
1550,0.02261
1551,0.03262
1553,0.04873
1558,0.02565
1560,0.04827
1561,0.01715
1562,0.02765
1565,0.04550
1566,0.03562
1567,0.01525
1568,0.02682
1569,0.03043
1570,0.04487
1573,0.02070
1576,0.02891
1577,0.01430
1579,0.04212
1580,0.06792
1581,0.03401
1584,0.03085
1586,0.01754
1587,0.02990
1590,0.01944
1591,0.02509
1594,0.04322
1595,0.01455
1596,0.02497
1601,0.02619
1605,0.05733
1607,0.04276
1608,0.02944
1610,0.02919
1611,0.03497
1612,0.03557
1616,0.05292
1617,0.04173
1618,0.02416
1620,0.02520
1621,0.03098
1623,0.03039
1624,0.02158
1625,0.03482
1626,0.02700
1628,0.03317
1630,0.03686
1632,0.02445
1633,0.04778
1635,0.02822
1637,0.04776
1638,0.04798
1639,0.03105
1640,0.02275
1643,0.06110
1644,0.03413
1645,0.04554
1647,0.02029
1649,0.01523
1651,0.03864
1652,0.02903
1654,0.02518
1655,0.02452
1656,0.05145
1658,0.05436
1660,0.01723
1661,0.02181
1662,0.05288
1663,0.01843
1664,0.03247
1665,0.07816
1668,0.04925
1669,0.01953
1673,0.06045
1674,0.06122
1675,0.01310
1676,0.02422
1677,0.02252
1679,0.03295
1682,0.04510
1683,0.04236
1685,0.07504
1687,0.03013
1689,0.03170
1690,0.02978
1694,0.03848
1696,0.02462
1697,0.03801
1699,0.04843
1700,0.05548
1701,0.02373
1702,0.02811
1704,0.02546
1705,0.04442
1708,0.03785
1710,0.03306
1712,0.02057
1719,0.03682
1720,0.03142
1722,0.03317
1723,0.05150
1724,0.03378
1725,0.03047
1726,0.04891
1727,0.02452
1728,0.02480
1732,0.03067
1733,0.03105
1734,0.05027
1735,0.04350
1739,0.02426
1740,0.02695
1741,0.06924
1742,0.03686
1743,0.01842
1744,0.04515
1746,0.03257
1750,0.06750
1753,0.03745
1755,0.02824
1758,0.02284
1760,0.01847
1763,0.03569
1765,0.02416
1766,0.04838
1769,0.02175
1771,0.02307
1772,0.03030
1775,0.01920
1776,0.01443
1778,0.02344
1780,0.03460
1781,0.02554
1783,0.01970
1785,0.02076
1788,0.03484
1791,0.06202
1793,0.03353
1794,0.03108
1796,0.01657
1797,0.02762
1798,0.05825
1800,0.04117
1803,0.06768
1804,0.02500
1810,0.03200
1812,0.02962
1813,0.03982
1816,0.02796
1817,0.02008
1818,0.02863
1819,0.03236
1820,0.01787
1821,0.03275
1822,0.01239
1823,0.02708
1826,0.02465
1827,0.04935
1828,0.04891
1829,0.02479
1830,0.01997
1831,0.03090
1834,0.01970
1836,0.03604
1839,0.03177
1841,0.01918
1846,0.02908
1847,0.03451
1850,0.05339
1852,0.04265
1853,0.03270
1854,0.06246
1855,0.03079
1857,0.03704
1858,0.03019
1860,0.03437
1863,0.03368
1866,0.02934
1868,0.03526
1869,0.03972
1870,0.01792
1874,0.01473
1875,0.02995
1877,0.05364
1878,0.02039
1879,0.02795
1881,0.04688
1882,0.05924
1885,0.02187
1886,0.06124
1887,0.07016
1888,0.01367
1889,0.03637
1890,0.05317
1891,0.04573
1892,0.03518
1894,0.02627
1895,0.06415
1896,0.06953
1897,0.03120
1898,0.05136
1901,0.02456
1904,0.01849
1905,0.05650
1906,0.01626
1907,0.03875
1908,0.04450
1910,0.03290
1911,0.03544
1914,0.02775
1916,0.02104
1919,0.05602
1920,0.07825
1921,0.03771
1922,0.03402
1923,0.05649
1924,0.03971
1926,0.03627
1928,0.01892
1929,0.03457
1931,0.02653
1932,0.03328
1933,0.02291
1934,0.03146
1935,0.02407
1936,0.05001
1937,0.03870
1939,0.03535
1940,0.06323
1942,0.03761
1944,0.04107
1945,0.04188
1946,0.04039
1947,0.02491
1948,0.06022
1954,0.03566
1955,0.09550
1956,0.02197
1958,0.02045
1961,0.03585
1963,0.01668
1967,0.02781
1968,0.02580
1970,0.01618
1971,0.01800
1973,0.05626
1979,0.04629
1980,0.03321
1982,0.01590
1984,0.02994
1986,0.03129
1987,0.06603
1989,0.03536
1990,0.03206
1991,0.04623
1993,0.03040
1994,0.03719
1995,0.03735
1996,0.03721
1999,0.04044
2001,0.03299
2002,0.01900
2005,0.02843
2006,0.02492
2008,0.03117
2009,0.02737
2011,0.02240
2012,0.04274
2013,0.02183
2015,0.03737
2017,0.02072
2019,0.01349
2020,0.02356
2022,0.03821
2023,0.01680
2024,0.01753
2026,0.02033
2027,0.05829
2028,0.03475
2029,0.02760
2030,0.04440
2032,0.03288
2033,0.03569
2035,0.03278
2036,0.02032
2037,0.05951
2038,0.03968
2039,0.02809
2040,0.06448
2041,0.02319
2042,0.05641
2043,0.03458
2044,0.03867
2046,0.03174
2047,0.03063
2048,0.02742
2049,0.03622
2050,0.03510
2054,0.05275
2061,0.03168
2063,0.03838
2064,0.03007
2065,0.04642
2067,0.04734
2068,0.01658
2069,0.02633
2070,0.01816
2072,0.02186
2073,0.04576
2075,0.01745
2076,0.03367
2077,0.01983
2078,0.04100
2079,0.01302
2081,0.02564
2082,0.10702
2085,0.03992
2086,0.04793
2087,0.03278
2088,0.07425
2089,0.03275
2091,0.04099
2092,0.03401
2093,0.06008
2094,0.03901
2095,0.02676
2096,0.05229
2097,0.02273
2099,0.02764
2100,0.08480
2103,0.04144
2104,0.01700
2105,0.03857
2106,0.04057
2107,0.02294
2110,0.02949
2113,0.01831
2114,0.05305
2115,0.03347
2118,0.04798
2119,0.04372
2120,0.03096
2121,0.01960
2123,0.01656
2124,0.05996
2128,0.08170
2129,0.06527
2131,0.05610
2132,0.02936
2133,0.03321
2134,0.05618
2137,0.03513
2140,0.03565
2141,0.02481
2142,0.02441
2146,0.02302
2148,0.06910
2149,0.04805
2151,0.05946
2152,0.04437
2153,0.07026
2154,0.04548
2155,0.02364
2158,0.01733
2159,0.07106
2160,0.03780
2161,0.03254
2164,0.03110
2166,0.03673
2167,0.03491
2170,0.04689
2171,0.08934
2172,0.03430
2173,0.03724
2175,0.05574
2177,0.03780
2178,0.05627
2179,0.03779
2180,0.04053
2182,0.03590
2183,0.03248
2184,0.03270
2186,0.02883
2187,0.02309
2188,0.02338
2189,0.02261
2191,0.02835
2192,0.08328
2194,0.03037
2196,0.06564
2197,0.03331
2198,0.03053
2199,0.02988
2200,0.02078
2201,0.02636
2202,0.02036
2205,0.01819
2206,0.03033
2207,0.03860
2208,0.02849
2212,0.03624
2215,0.05485
2216,0.03116
2217,0.02127
2218,0.03760
2220,0.03165
2221,0.05783
2223,0.05671
2225,0.02062
2226,0.05887
2231,0.02016
2232,0.03456
2233,0.02480
2234,0.03266
2235,0.01597
2236,0.02885
2237,0.05645
2239,0.03283
2240,0.02470
2242,0.03611
2247,0.02079
2248,0.02509
2250,0.03695
2251,0.02727
2255,0.05618
2257,0.02002
2258,0.05085
2259,0.04226
2260,0.02964
2261,0.02611
2263,0.03751
2265,0.03020
2266,0.03038
2267,0.07680
2268,0.02998
2269,0.03227
2270,0.04627
2271,0.04422
2272,0.02124
2273,0.04100
2275,0.02787
2276,0.04016
2277,0.03019
2278,0.04577
2279,0.04097
2282,0.03309
2285,0.04039
2286,0.03783
2289,0.01767
2294,0.05350
2296,0.03265
2297,0.05056
2299,0.04242
2300,0.06916
2301,0.06106
2302,0.04009
2305,0.05388
2306,0.05892
2307,0.02904
2308,0.05003
2310,0.05928
2312,0.03552
2316,0.05392
2317,0.04783
2319,0.04719
2320,0.04773
2322,0.02300
2323,0.02974
2324,0.01346
2326,0.03045
2327,0.01683
2328,0.05744
2329,0.03706
2331,0.02675
2335,0.04474
2338,0.01596
2339,0.07430
2340,0.03513
2341,0.02060
2342,0.06021
2345,0.05407
2349,0.02308
2350,0.03571
2351,0.04234
2353,0.04978
2354,0.04638
2355,0.07839
2356,0.03361
2357,0.06736
2359,0.03528
2360,0.04028
2361,0.04220
2362,0.04382
2364,0.03786
2366,0.01955
2368,0.03122
2369,0.03889
2370,0.04492
2372,0.04127
2376,0.01886
2381,0.04588
2383,0.02429
2384,0.02891
2385,0.04163
2386,0.01757
2388,0.03852
2390,0.02710
2392,0.03268
2394,0.06054
2395,0.02459
2396,0.02352
2397,0.03046
2399,0.06669
2401,0.03229
2402,0.01701
2403,0.05990
2405,0.08400
2406,0.05715
2407,0.05792
2408,0.02071
2410,0.01429
2412,0.03704
2415,0.04232
2417,0.02442
2418,0.02769
2420,0.05687
2421,0.07233
2425,0.06802
2426,0.01510
2427,0.02477
2428,0.01734
2429,0.03064
2434,0.02980
2435,0.01969
2436,0.03405
2437,0.04353
2438,0.05704
2439,0.03033
2441,0.03174
2443,0.03202
2444,0.02003
2445,0.04120
2446,0.05163
2449,0.02457
2452,0.04688
2453,0.08223
2454,0.03246
2455,0.04124
2456,0.03956
2457,0.03245
2460,0.09610
2461,0.01822
2463,0.01766
2465,0.02278
2466,0.04133
2468,0.04091
2469,0.06228
2471,0.02740
2472,0.05465
2473,0.02707
2474,0.02899
2475,0.03977
2476,0.02679
2477,0.03553
2478,0.02762
2480,0.02750
2483,0.02312
2484,0.01790
2486,0.05648
2488,0.03692
2489,0.02671
2490,0.01737
2495,0.04208
2496,0.02927
2497,0.05304
2498,0.03568
2503,0.02030
2505,0.02634
2506,0.03072
2507,0.05993
2508,0.06781
2509,0.02021
2514,0.03562
2515,0.04796
2521,0.04797
2522,0.02115
2523,0.02022
2524,0.02480
2526,0.02369
2527,0.03527
2529,0.03305
2530,0.03271
2531,0.03378
2532,0.03089
2534,0.07157
2535,0.02929
2536,0.01563
2537,0.03621
2539,0.02530
2542,0.01919
2545,0.03169
2546,0.03699
2548,0.03785
2549,0.02809
2550,0.03762
2552,0.02435
2554,0.03723
2555,0.05776
2558,0.02227
2560,0.05470
2563,0.04022
2564,0.03762
2565,0.02319
2571,0.04425
2574,0.06213
2575,0.02247
2576,0.03494
2577,0.05960
2578,0.02812
2579,0.03722
2581,0.05743
2582,0.03539
2583,0.02763
2585,0.02963
2586,0.03881
2587,0.03010
2591,0.04925
2592,0.01400
2594,0.03420
2595,0.04593
2597,0.03631
2598,0.04389
2599,0.03263
2600,0.06710
2602,0.04124
2603,0.03119
2605,0.01991
2606,0.01515
2607,0.05149
2608,0.02923
2609,0.03481
2610,0.06087
2611,0.03441
2613,0.02546
2615,0.01360
2616,0.03980
2621,0.03134
2623,0.02685
2624,0.04708
2625,0.04198
2626,0.03740
2627,0.03926
2628,0.03231
2629,0.05193
2630,0.01930
2631,0.07711
2633,0.06170
2634,0.05380
2635,0.02948
2636,0.03521
2638,0.03993
2639,0.02778
2640,0.02769
2642,0.03596
2643,0.03823
2646,0.02916
2647,0.04659
2648,0.03115
2649,0.02036
2650,0.03458
2652,0.03173
2654,0.05420
2658,0.04433
2659,0.03324
2660,0.04618
2661,0.04709
2662,0.03663
2663,0.05664
2665,0.03074
2666,0.01478
2667,0.02257
2668,0.02149
2671,0.02753
2673,0.03940
2674,0.04594
2675,0.02941
2676,0.04631
2677,0.02947
2678,0.02136
2681,0.03089
2683,0.01701
2685,0.06694
2687,0.03064
2690,0.08985
2692,0.02499
2693,0.01409
2694,0.02757
2695,0.02543
2696,0.04915
2697,0.05224
2698,0.08021
2699,0.02840
2701,0.02411
2702,0.04391
2703,0.10220
2705,0.03329
2711,0.03292
2715,0.03412
2720,0.04646
2721,0.05791
2722,0.02544
2724,0.04698
2726,0.03593
2729,0.01681
2730,0.01645
2731,0.03808
2732,0.02701
2733,0.02605
2734,0.04040
2736,0.02807
2738,0.02219
2739,0.02251
2740,0.02237
2741,0.04786
2743,0.02273
2746,0.04219
2747,0.03496
2750,0.05164
2751,0.03591
2752,0.03460
2753,0.01966
2755,0.05472
2756,0.03079
2757,0.01834
2761,0.03281
2763,0.04499
2764,0.04681
2765,0.02223
2767,0.04151
2769,0.04685
2772,0.02557
2774,0.03544
2776,0.02341
2777,0.01268
2778,0.03342
2782,0.03390
2783,0.02523
2786,0.01579
2790,0.03751
2791,0.02383
2792,0.03227
2793,0.02590
2794,0.03254
2795,0.03124
2796,0.04043
2797,0.03549
2800,0.03111
2801,0.01835
2802,0.02293
2804,0.01873
2805,0.03554
2807,0.02031
2808,0.03336
2811,0.04472
2812,0.02853
2813,0.03194
2814,0.09546
2815,0.04824
2817,0.03447
2819,0.04788
2821,0.04293
2825,0.06226
2828,0.02416
2829,0.02683
2831,0.02834
2832,0.03098
2834,0.03430
2835,0.02324
2836,0.05354
2837,0.07058
2838,0.04770
2840,0.03159
2841,0.03181
2842,0.04577
2843,0.02114
2845,0.02241
2847,0.03748
2848,0.02104
2850,0.05304
2851,0.04040
2854,0.02066
2856,0.03642
2857,0.02204
2858,0.02766
2859,0.02362
2862,0.04786
2864,0.01593
2865,0.09235
2866,0.01944
2867,0.03409
2868,0.02947
2869,0.05621
2871,0.03820
2872,0.02980
2873,0.02048
2874,0.03238
2875,0.02369
2878,0.05516
2882,0.02416
2883,0.05592
2886,0.01993
2887,0.03486
2888,0.03767
2889,0.02940
2892,0.02951
2893,0.02991
2895,0.02873
2897,0.01956
2898,0.03719
2899,0.03817
2903,0.02341
2906,0.04191
2907,0.02337
2909,0.02435
2913,0.03324
2915,0.03009
2916,0.02490
2917,0.03915
2918,0.02995
2921,0.02893
2924,0.05719
2925,0.05441
2928,0.08261
2929,0.04580
2931,0.06727
2932,0.04960
2934,0.03089
2936,0.07503
2937,0.04832
2939,0.02845
2940,0.05125
2941,0.02920
2942,0.02554
2943,0.03514
2946,0.02196
2947,0.03758
2949,0.03618
2952,0.04090
2953,0.03294
2954,0.02933
2956,0.01197
2960,0.02007
2962,0.04464
2964,0.02009
2965,0.01928
2966,0.09855
2967,0.04365
2968,0.04913
2971,0.03904
2972,0.04744
2973,0.03193
2975,0.05199
2976,0.03608
2977,0.06637
